ccle_name,auc_label,canonical_smiles,predicted_auc
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(Br)ccc12,0.2731771
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c(C)c(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26687342
HCT116_LARGE_INTESTINE,0,COc1ccc2nc3cc(N4CCN(c5cc(=O)c6ccccc6[nH]5)CC4)ncn3c(=O)c2c1,0.4914151
HCT116_LARGE_INTESTINE,0,CCc1cc(F)c(O)cc1-n1c(N)c(N=C(O)CCS(=O)(=O)C2CCSCC2)c2c1C=CC1C(C(=O)O)C21,0.39051467
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c(C)c(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.25882715
HCT116_LARGE_INTESTINE,0,COC1=Cc2c(O)cc(c(=O)oc(C(=O)NCCCNC(=O)C(Cc3ccc(OCc4ccccc4)c(CN)c3)C(C)O)n[nH]c2=O)C=C1OC,0.23892346
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(Br)ccc12,0.2565686
HCT116_LARGE_INTESTINE,0,COc1cccc(CSC(=NC2C(=O)NC2=O)N=C2COc3ccccc3C2=O)c1,0.40541983
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2cc(C(=O)NCCN3CCC(c4nc5cccc(C(=O)O)c5c(=O)n4C)CC3)c3c(c2O)CC2(C)CC3C2)cc1,0.3877973
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCCN4CCC(F)CC4)cc(-c4ccc(Cl)cc4)cc-3c1-2,0.25796643
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2ccc(Cl)c(O)c2NCCC(Oc2ccc3c(c2)OCO3)C(=O)O)cc1,0.48697153
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(O)C4)c(=O)c4ccccc4n3c1-2,0.27926025
HCT116_LARGE_INTESTINE,0,CN1c2cc(F)c(OCC(O)c3cccc(Cl)c3)cc2N=CC1CO,0.4022653
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(C2CCCC2)cc1)c1ccc2ccccc2c1,0.25388733
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2cnc(N)n2-c2ccc3cc(C(=O)OC4CC5N(CCC5(Br)C#N)C4=O)c(Cl)cc3c2)cc1,0.34841126
HCT116_LARGE_INTESTINE,0,CCN1CCc2ccc(Nc3cc(C4(CNCCCCCCN5CCc6ccccc65)CC5CSC54)ccc3OCC3CC3)cc2C1,0.49543756
HCT116_LARGE_INTESTINE,0,COc1cc(OC)cc(C(=O)c2ccn(C)c2C(=O)NCCN(C)CCOC(=O)C2=CC(C)CCC23c2ccc(Cl)cc23)c1,0.2745351
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.27124685
HCT116_LARGE_INTESTINE,0,COc1ccc(CC(NC(=O)C2CC2)C(=O)NCCCNC(=O)C(OC(=O)c2cc(OC)c(OC)c(OC)c2)C2(C)OC2c2ccccc2)cc1Br,0.2358542
HCT116_LARGE_INTESTINE,0,CC(c1ccc(CN)cc1)C(O)Cc1cc2c(O)c(-c3ccc4nccnc4c3)ccc2s1,0.22320476
HCT116_LARGE_INTESTINE,0,Cc1c2c(nc3c(Nc4ccc(Cl)c5ccccc45)c(Br)ccc13)CN1COCOC(CO)C1O2,0.49823588
HCT116_LARGE_INTESTINE,0,COc1ccc(N2CCC(OC(C)=O)C2OC2=C3C(Br)=CC4=C3C2OCC4)cc1O,0.292829
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1CN(C=O)CC2,0.24966803
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(F)ccc12,0.27377325
HCT116_LARGE_INTESTINE,0,Cc1cc2c3n(c(COC4CCN(c5ccc6[nH]ccc6c5)C4=O)c2nn1)C(c1cccnc1)NC3=O,0.55979145
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26188692
HCT116_LARGE_INTESTINE,0,Cc1nnc(N)nc1N1CC2COCC2(CCC2CCN(C(C)C3CCN(C)C3)C2)C1c1c[nH]c(=O)c(Cl)c1,0.41317987
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(NC=O)cc1)c1ccc2ccccc2c1,0.2842266
HCT116_LARGE_INTESTINE,0,COc1c(COc2cccc(F)c2)c(C)cc2c1C(=O)N1CC(Cc3ccc(O)cc3)CC21,0.3114186
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCN2CCC(O)C2)c(=O)c2cc(Br)ccc12,0.24987021
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(F)CC4)cc(-c4ccc(Cl)cc4)cc-3c1-2,0.2695964
HCT116_LARGE_INTESTINE,0,CC1C2CC1N(Cc1cc(C(=O)O)cnc1OCc1ccc(Nc3nccc(N4CCCCC4)n3)cc1OC=CC(=O)c1ccc(Cl)cc1)C2,0.3529908
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccccc1)C2,0.21098605
HCT116_LARGE_INTESTINE,0,Nc1sc(C2CC2)nc1-c1cc2c(N3CCSC4=CC=CCC4O3)nc(-c3ccncc3)cc2s1,0.40370846
HCT116_LARGE_INTESTINE,0,Cc1cc(OC23C=CC(C2)C(C(=O)NCC#N)C3C(=O)OCc2ccccc2)nc(N2CCOCC2)c1,0.43859634
HCT116_LARGE_INTESTINE,0,C=CC(C)=CCN1CCN2CCC(C3OC(=O)C4C5CC=CCCCC(=C)C(OC)C=CC=C(COC)CC(=CCC6CCCCN6C)C4(CO)C3CN2C(=O)C5)C1C,0.55737954
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccc(F)cc1)CC2,0.24351218
HCT116_LARGE_INTESTINE,0,CC(=O)Nc1ccc2c3c(cc(O)c2c1)C(NC(=O)CCCCCCCC(=O)Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)C)C(=O)CC4CCO)CC3,0.27323896
HCT116_LARGE_INTESTINE,0,C=C1C2OC(=O)C3C4CC(C13O)C4(CO)C(=O)c1cnc(O)c3c1C21CC3CC1=O,0.40344658
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCN2CCN(C)CC2)c2cc([N+](=O)[O-])ccc12,0.2688683
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)OC2)c(-c2ccccc2)nc1=O,0.27417454
HCT116_LARGE_INTESTINE,0,Cc1cc2cnc(N3CCC(c4ccc(F)c(Cl)c4)C3)cc2n1Cc1cc(Cl)cc2c1CCC2,0.47877708
HCT116_LARGE_INTESTINE,0,CC(=O)Nc1ccc2c3c(cc(O)c2c1)C(NC(=O)CCCCCCCC(=O)Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)C)CC4CCCCl)COC3,0.27413353
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26843834
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(-c3ccccc3C)cc1NC(c1ccccc1)C2=O,0.25617668
HCT116_LARGE_INTESTINE,0,Cc1c(-c2ccc(Cl)cc2N)c2c(Nc3c(O)cc4c(c3Cl)OCO4)ccnc2c2ccccc12,0.43924683
HCT116_LARGE_INTESTINE,0,CCCCCCCCCCCCCCCc1nc2ccc(C(=O)Nc3ccc(CC#Cc4ccc(C)o4)o3)cc2n1CC(=O)NC,0.59365475
HCT116_LARGE_INTESTINE,0,CCOc1ccc(Nc2nc(C)cc(=O)n2Oc2ccc(-c3ccc4nccnc4c3)cc2O)cc1,0.2626198
HCT116_LARGE_INTESTINE,0,CC(Sc1c(Cl)cccc1C#N)c1cncc(Oc2ccc3nccnc3c2)c1,0.2800581
HCT116_LARGE_INTESTINE,0,COc1cc2cc(C=C3CC=Cc4cccc(O)c4C3)c(I)c(Nc3ccc(Cl)cc3)c2cc1OC,0.26693866
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c(C)c(-c3ccccc3)n(CCCNC(=O)C3CC3)c1-2,0.26517826
HCT116_LARGE_INTESTINE,0,CN1Cc2cc(-c3ccc(NC4CCNc5c(Cl)cccc54)cn3)sc2N=C1O,0.4808541
HCT116_LARGE_INTESTINE,0,CCN1C=NOC(CO)=C1c1nnc(S)n1Cc1cccc(-n2ccnc2-c2ccnc(N)c2)n1,0.31437808
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(C2CCCC2)cc1)c1ccccn1,0.23059118
HCT116_LARGE_INTESTINE,0,COc1c(O)c(C)cc2c1Cc1cc(CC3CCN(C)C3C(=O)O)cc(OC3OC(C)C(O)C3O)c1-2,0.2589849
HCT116_LARGE_INTESTINE,0,Cc1cc2ccnc(N)c2n1-c1cc(-c2ccccc2)nc2c1COC2,0.43318334
HCT116_LARGE_INTESTINE,0,CC(NC(=O)CN(C)C(=O)C1CN(C(C)C)CCOc2c(C(C)C)ccc(-c3nc4cc(C(N)=NO)ncc4n3C)c21)C(=O)O,0.3404119
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26082894
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,0.20174757
HCT116_LARGE_INTESTINE,0,COc1ccc2ncc(CCCCCn3c[n+]([O-])c4ccc(C)cc43)c(CO)c2c1CN1CCc2ccccc2C1,0.45010462
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.25894728
HCT116_LARGE_INTESTINE,0,COc1cc(C#N)cc(OCC2C(CCO)CC(c3cccc4ccccc34)C2C#N)c1NO,0.53625685
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3CC(=O)OC3=O)c1-2,0.27216148
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c(C)c(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26653996
HCT116_LARGE_INTESTINE,0,COc1cc2oc3c(C(=O)Nc4ccc(C)cc4)c(-c4ccc(C)cc4)ccc3c2c(OC)c1OC,0.22330959
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)c3ccccc3C2=O)c2ccccc12,0.25643808
HCT116_LARGE_INTESTINE,0,COc1cc2c(c3c1C(=O)c1scc(-c4ccccc4)c1C3=O)C(=O)NC2,0.337069
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=NCCN2)c(=O)c2cc(Br)ccc12,0.3044017
HCT116_LARGE_INTESTINE,0,CCOc1ccc(NC(=O)NC)c(Cl)c1-c1nc2cn3c4ccccc4ncc3c2[nH]1,0.25155488
HCT116_LARGE_INTESTINE,0,COc1ccc2c(c1OC)OCC1(O2)OC(C)(COC(=O)C(N)Cc2ccccc2)C(O)C(O)C1O,0.45275655
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(F)ccc12,0.27279872
HCT116_LARGE_INTESTINE,0,COc1ccc2nc(N3CCCC3c3cccc(Br)c3)c(C(=O)O)c(OC(F)F)c2c1,0.2980043
HCT116_LARGE_INTESTINE,0,CC(C)C1OC(=O)C2C3C=C4CCOC(c5ccnc6cc(OCC(=O)O)ccc56)(OC12)C4(C)O3,0.30949986
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)C(c1ccc3cc(Cl)ccc3c1)C(COC(=O)c1ccccc1)NC2,0.3486982
HCT116_LARGE_INTESTINE,0,CC(O)c1ccc(C#CF)c(C(C)n2cc(-c3ncnc4ccc5ncc(N)nc5c34)cn2)c1,0.27008432
HCT116_LARGE_INTESTINE,0,COc1ccc2c3c(C(=O)N4CCCCC4)n(c2c1)Cc1ccc(F)cc1-3,0.40291876
HCT116_LARGE_INTESTINE,0,COc1ccc(CC(NC(=O)C2CC2)C(=O)NCCCNC(=O)C(OC(=O)c2cc(OC)c(OC)c(OC)c2)C2(C)OC2c2ccccc2)cc1Br,0.2318646
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2cn3cc(CN4CCN(c5ccc6ccccc6c5)CC4)nc3c3[nH]ccc23)cc1,0.46412167
HCT116_LARGE_INTESTINE,0,CCOC(=O)c1cn(-c2ccnc(CC)c2-c2cc(CN)ncc2F)c(=O)cc1-c1c[nH]c(C2CC2)n1,0.41013092
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(F)ccc12,0.26332143
HCT116_LARGE_INTESTINE,0,CCc1cc(O)c(C=c2oc3c4cc(OC)cc(c4c2=O)C(O)=C(OC)C=3)c(OC)c1OC,0.4224809
HCT116_LARGE_INTESTINE,0,CC(NC(=O)C(=O)N1CCN(C)CC1)c1ccc2ccccc2c1,0.2274816
HCT116_LARGE_INTESTINE,0,Oc1nc2ccccc2n1CSc1nnc(CCN2CCCCC2)c(-c2ccccc2)n1,0.3554311
HCT116_LARGE_INTESTINE,0,CCc1ccc(N=Cc2cc(Cl)c3c(c2)oc2ccccc23)cc1,0.3633495
HCT116_LARGE_INTESTINE,0,Cc1ccc(-n2cc3ncc(N=NC4CC=Cc5cccc6nccc(c56)C4)nc3n2)nc1,0.62413204
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccc(C)cc1)C2,0.20113926
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(O)C4)c(=O)c4ccccc4n3c1-2,0.2696099
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(C2CCCC2)cc1)c1ccc2ccccc2c1,0.2671078
HCT116_LARGE_INTESTINE,0,Cc1cc(-n2ccc3cc(-c4ccc(-n5ccnc5)cc4)nnc32)nc2[nH]ccc12,0.43939048
HCT116_LARGE_INTESTINE,0,COc1cnc(F)c(C)c1-c1cnc(NCCNC2C(Cc3ccccc3)CC(F)C2(O)C(F)(F)F)s1,0.28394526
HCT116_LARGE_INTESTINE,0,CC(CC12COC(C)(C)C1CCC(O)C(C)(C)C(=O)C(=O)CC(C)(C)O2)Oc1ccc(OC2OC(N)C(O)C(O)C2O)cc1,0.30846208
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.28188944
HCT116_LARGE_INTESTINE,0,CC(=O)Nc1ccc2c3c(cc(O)c2c1)C(NC(=O)CCCCCCCC(=O)Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)(C)C)CC4CCl)CC3C,0.27700654
HCT116_LARGE_INTESTINE,0,Cc1cnc2c3c(ncc2c1)C1C(CCC(C(O)C2CC(C)(C)OC2=O)=CC(O)C1CO)CC3,0.30670315
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(O)C4)c(=O)c4ccccc4n3c1-2,0.2779975
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.2784589
HCT116_LARGE_INTESTINE,0,CC(=NNC(=S)N1CCN(C)CC1)c1ccc2ccccc2c1,0.234831
HCT116_LARGE_INTESTINE,0,COc1cc(C(=O)OC(C(=O)NCCCNC(=O)C(Cc2ccc(OC)c(OC(F)F)c2)NC(C)=O)C23CC4CC(F)(C2)OC4C3)ccc1O,0.24117346
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26566154
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(C2CCC2)cc1)c1ccc2ccccc2c1,0.24557404
HCT116_LARGE_INTESTINE,0,COc1ccc2nc(N3CCCCC3)c3cc(-c4ccc(C)cc4)c(=O)n(C(=O)Nc4ccc(C)cc4)c3c2c1,0.239568
HCT116_LARGE_INTESTINE,0,CC(c1cc(C2CC2)[nH]n1)c1cc(O)c(O)c(-c2ccc3c(c2)OCO3)n1,0.24610214
HCT116_LARGE_INTESTINE,0,COC(=O)c1cc(C)c(OCCCCCN(CC=Cc2ccc(Br)cc2)c2cccnc2)cc1CCNC(=O)c1cccnc1,0.5105387
HCT116_LARGE_INTESTINE,0,COc1ccc(O)c(N2CCc3cc(Cc4c(OC)ccc5c4cnn5C)ccc32)c1,0.37457064
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26771373
HCT116_LARGE_INTESTINE,0,COC1OC(=O)C2COC(CC=CC3OC4CC3c3cc(O)ccc34)OC2C(C)C2C(=O)NC(O1)C2O,0.5781239
HCT116_LARGE_INTESTINE,0,COc1cc2[nH]c(=O)c3cccc(O)c3c(=O)c2c(OC)c1NCc1cccc(N)c1,0.4623804
HCT116_LARGE_INTESTINE,0,COc1cc(O)c(C2C=C(O)c3c(C)c(O)c(N4CCOCC4)c(C#N)c3C2(C)CO)nc1C,0.3862676
HCT116_LARGE_INTESTINE,0,CC1=CC=CC(C(C)OC(=O)C(C)=CC2(C)C=CC(C)=C2CCc2c(C(C)C)oc(C)c2C2=CCC3C4C(=O)CC=CC2C34)CC1,0.53597015
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2ncc(C)c3sc(NC(=O)C=Cc4ccc(O)cc4)c(O)c23)cc1,0.34918186
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2C(=O)OCC2c2ccccc2)c(=O)c2ccccc12,0.26587152
HCT116_LARGE_INTESTINE,0,CC(C)(C)Oc1c(Cl)cnc(CCCNC(Cn2sc3ccccc3c2=O)C2CCC2)c1C1CCCN1C(=O)O,0.47995788
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1cc(=O)sc2ccccc12)c1ccc2ccccc2c1,0.3029006
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,0.21203434
HCT116_LARGE_INTESTINE,0,COc1cc(-c2cc(C(F)(F)F)ccc2O)cc(-c2ncc(Cl)c3c2-c2ccccc2C3C=C(C)C)c1,0.47973242
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(O)c(CCO)c1)c1ccc2c(c1)OCO2,0.41437754
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.2750643
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)OC2)c(-c2ccccc2)nc1=O,0.27729297
HCT116_LARGE_INTESTINE,0,Cc1cc2c3c(c1C1CCN(c4cc(F)cc(Cl)c4)C1)SC(=Cc1ccncc1)C3C(c1ccco1)N2,0.53213626
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(CN2CCCC2)cc1)c1ccccn1,0.21581182
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.27647266
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)c3ccccc3C2=O)c2ccccc12,0.25349927
HCT116_LARGE_INTESTINE,0,COc1cccc(-c2c(N3CCCC3)nc3ccc(OC)cc3c(NC(=O)c3ccccc3)c2=O)c1,0.20219207
HCT116_LARGE_INTESTINE,0,CC(C)c1cc2c(s1)C(=O)C(F)(COc1ccc3c(c1)N(Cc1ccccc1)C(=O)CC3(C)C)C1SC(=O)CCC1=C2,0.68745595
HCT116_LARGE_INTESTINE,0,COc1ccc(-c2nc3ccc(NC(=O)Nc4cc(-c5ccccn5)ncn4)cc3[nH]2)c(O)c1,0.5144135
HCT116_LARGE_INTESTINE,0,CC1(C)c2ccc(Cl)cc2-c2cc3nc(NC(=O)c4cn(-c5ccc6ccccc6n5)cn4)cc-3cn21,0.51448834
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)c3ccccc3C2=O)c2ccccc12,0.26100066
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.2569237
HCT116_LARGE_INTESTINE,0,CCOc1cc2c(cc1OC)CC1NC1CC(Cc1c(F)cc3c(c1C)OC(F)(F)O3)C2,0.48347354
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCCN2CCN(C)CC2)c2ccc([N+](=O)[O-])cc12,0.27366376
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(O)C4)c(=O)c4ccccc4n3c1-2,0.28400347
HCT116_LARGE_INTESTINE,0,Cc1sc2c(c1C)SCc1cc3n(CCCN4CCC(O)C4)c(=O)c4ccccc4n3c1-2,0.27468047
HCT116_LARGE_INTESTINE,0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,0.19629586
HCT116_LARGE_INTESTINE,0,CSc1cn(C)c2c3c4c(nc12)C(=C(O)C(O)=C3)C=CO4,0.54587126
HCT116_LARGE_INTESTINE,0,Cc1ccc2c(-c3cnc(NC4=Nc5cc(F)ccc5OC4)c(F)c3)nc(-c3ccccc3)nc2n1,0.4722713
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.27110988
HCT116_LARGE_INTESTINE,0,COc1ccc(CC(NC(=O)C2CC2)C(=O)NCCCNC(=O)C(OC(=O)c2cc(OC)c(F)c(-c3ccc(Cl)cc3)c2)N2CCC2)cc1Br,0.2327518
HCT116_LARGE_INTESTINE,0,COC(=O)C1=C2CC(OCCCCC(=O)NCc3ccc4[nH]ccc4c3)C1CCC2C(F)F,0.48788032
HCT116_LARGE_INTESTINE,0,C=C1C(=O)OC2C(OCCCCC(=O)NCc3ccc4c(c3)OCO4)=CCCC23OC1C3O,0.48823842
HCT116_LARGE_INTESTINE,0,CC(=NNC(=O)c1ccc(C2CCCC2)cc1)c1ccccn1,0.21769527
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(F)ccc12,0.26452732
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC2=CC(=O)c3ccccc3C2=O)c2ccccc12,0.25840718
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCN2CCN(C)CC2)c2cc([N+](=O)[O-])ccc12,0.29668075
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(=O)C2CC2)c(=O)c2cc(Br)ccc12,0.25244173
HCT116_LARGE_INTESTINE,0,COc1cc(Oc2cnn(CCN3C(=O)COC3=O)c(=O)c2OC)c2cc(C)cnc2c1,0.33824414
HCT116_LARGE_INTESTINE,0,COc1ccc2nc(N3CCCC3c3cccc(OP(=O)(O)O)c3)c(C(=O)Nc3ccc(F)cc3)nc2c1,0.22835842
HCT116_LARGE_INTESTINE,0,COc1cnc2c(c1)C(=O)c1nc(-c3ccccc3)n(CCCNC3=CC(=O)OC3)c1-2,0.26983255
